ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TX-081,Coke County,Texas,64.7,0.7,91,63.9
TX-083,Coleman County,Texas,65.1,1,96,64.1
TX-085,Collin County,Texas,65.7,1.9,116,63.8
TX-087,Collingsworth County,Texas,61.1,1.3,104,59.8
TX-089,Colorado County,Texas,70.7,2.5,121,68.2
TX-091,Comal County,Texas,68.2,0.9,95,67.3
TX-093,Comanche County,Texas,65.8,1.5,111,64.3
TX-095,Concho County,Texas,65.2,1,96,64.2
TX-097,Cooke County,Texas,63.9,0.4,86,63.4
TX-099,Coryell County,Texas,66.3,0.8,100,65.4
TX-101,Cottle County,Texas,63.5,1.3,106,62.2
TX-103,Crane County,Texas,66.7,1.9,110,64.8
TX-105,Crockett County,Texas,66.1,1.4,109,64.8
TX-107,Crosby County,Texas,61.6,1.3,106,60.2
TX-109,Culberson County,Texas,63.7,2.6,123,61.1
TX-111,Dallam County,Texas,55.6,1.1,97,54.5
TX-113,Dallas County,Texas,66.4,1.1,98,65.3
TX-115,Dawson County,Texas,62.1,0.2,73,61.9
TX-117,Deaf Smith County,Texas,57.7,2,115,55.7
TX-119,Delta County,Texas,64.3,0.9,97,63.4
TX-121,Denton County,Texas,65.4,0.9,99,64.5
TX-123,DeWitt County,Texas,70.8,1.6,115,69.1
TX-125,Dickens County,Texas,62.9,1.1,104,61.8
TX-127,Dimmit County,Texas,72.2,1.5,106,70.7
TX-129,Donley County,Texas,60.4,1.7,108,58.8
TX-131,Duval County,Texas,72.9,1.7,113,71.2
TX-133,Eastland County,Texas,64.5,0.7,93,63.7
TX-135,Ector County,Texas,64.7,1.7,109,63
TX-137,Edwards County,Texas,67.3,2.2,124,65.1
TX-139,Ellis County,Texas,66.2,0.4,85,65.8
TX-141,El Paso County,Texas,65.2,3,124,62.2
TX-143,Erath County,Texas,65.9,1.7,115,64.2
TX-145,Falls County,Texas,66.9,1,100,65.8
TX-147,Fannin County,Texas,64.5,1.5,110,63
TX-149,Fayette County,Texas,69.9,2,116,67.9
TX-151,Fisher County,Texas,64.3,1.1,97,63.2
TX-153,Floyd County,Texas,60.2,1.3,104,58.9
TX-155,Foard County,Texas,63.8,1,99,62.7
TX-157,Fort Bend County,Texas,71.1,2.5,120,68.6
TX-159,Franklin County,Texas,64.3,0.7,89,63.6
TX-161,Freestone County,Texas,66.2,0.4,88,65.8
TX-163,Frio County,Texas,70.8,1.1,101,69.7
TX-165,Gaines County,Texas,61.9,1,102,60.9
TX-167,Galveston County,Texas,71.4,2.5,121,68.9
TX-169,Garza County,Texas,63.2,0.9,99,62.2
TX-171,Gillespie County,Texas,65.7,0.8,97,64.9
TX-173,Glasscock County,Texas,64.5,1.4,108,63.2
TX-175,Goliad County,Texas,71.3,1.5,108,69.8
TX-177,Gonzales County,Texas,70.1,1.5,111,68.7
TX-179,Gray County,Texas,59.2,1.9,114,57.3
TX-181,Grayson County,Texas,64.4,1.1,103,63.4
TX-183,Gregg County,Texas,64.9,-0.2,48,65.1
TX-185,Grimes County,Texas,68.4,1.3,113,67.1
TX-187,Guadalupe County,Texas,69.5,1.2,107,68.3
TX-189,Hale County,Texas,59.7,1.5,109,58.2
TX-191,Hall County,Texas,62.4,1.6,107,60.9
TX-193,Hamilton County,Texas,65.9,1.1,107,64.7
TX-195,Hansford County,Texas,58.2,1.4,105,56.8
TX-197,Hardeman County,Texas,63.4,1.3,105,62.1
TX-199,Hardin County,Texas,68.2,1.2,112,67
TX-201,Harris County,Texas,70.6,2.2,119,68.4
TX-203,Harrison County,Texas,65.2,0.1,57,65.2
TX-205,Hartley County,Texas,56.8,1.4,110,55.4
TX-207,Haskell County,Texas,64.2,0.6,82,63.6
TX-209,Hays County,Texas,67.8,0.9,97,66.9
TX-211,Hemphill County,Texas,59.1,1.4,104,57.7
TX-213,Henderson County,Texas,65.2,0.1,72,65.1
TX-215,Hidalgo County,Texas,74.9,1.1,103,73.8
TX-217,Hill County,Texas,66.3,0.5,85,65.8
TX-219,Hockley County,Texas,60.2,1.4,107,58.8
TX-221,Hood County,Texas,65.8,0.7,94,65.1
TX-223,Hopkins County,Texas,64.2,0.7,87,63.5
TX-225,Houston County,Texas,66.9,0.7,93,66.2
TX-227,Howard County,Texas,64.1,0.6,92,63.4
TX-229,Hudspeth County,Texas,63.3,2.8,124,60.5
TX-231,Hunt County,Texas,65,1.5,109,63.5
TX-233,Hutchinson County,Texas,59.6,1.7,111,57.8
TX-235,Irion County,Texas,64.9,1,99,63.9
TX-237,Jack County,Texas,63.6,0.2,58,63.4
TX-239,Jackson County,Texas,71.2,2.2,119,69
TX-241,Jasper County,Texas,67.2,1.1,106,66.1
TX-243,Jeff Davis County,Texas,62.8,2.6,124,60.1
TX-245,Jefferson County,Texas,69.4,1.4,112,68
TX-247,Jim Hogg County,Texas,74,1.8,112,72.1
TX-249,Jim Wells County,Texas,73.2,1.8,113,71.3
TX-251,Johnson County,Texas,65.7,0.4,81,65.3
TX-253,Jones County,Texas,64.3,0.4,77,63.9
TX-255,Karnes County,Texas,70.4,0.9,95,69.5
TX-257,Kaufman County,Texas,65.6,0.5,91,65.1
TX-259,Kendall County,Texas,66.9,0.9,98,66
TX-261,Kenedy County,Texas,74.3,2,116,72.3
TX-263,Kent County,Texas,64.1,1.2,106,62.9
TX-265,Kerr County,Texas,65.4,0.9,94,64.6
TX-267,Kimble County,Texas,65.4,1.3,106,64.1
TX-269,King County,Texas,64.1,1.3,106,62.8
TX-271,Kinney County,Texas,70.8,2,120,68.8
TX-273,Kleberg County,Texas,74,2.6,120,71.4
TX-275,Knox County,Texas,64.2,0.9,94,63.3
TX-277,Lamar County,Texas,63.9,0.9,97,63
TX-279,Lamb County,Texas,59.1,1.4,106,57.7
TX-281,Lampasas County,Texas,66,0.6,87,65.4
TX-283,La Salle County,Texas,72.1,1.2,106,70.9
TX-285,Lavaca County,Texas,71,2.6,121,68.5
TX-287,Lee County,Texas,68.4,1.3,109,67
TX-289,Leon County,Texas,66.3,0.2,73,66.1
TX-291,Liberty County,Texas,69.2,1.5,112,67.7
TX-293,Limestone County,Texas,66.3,0.6,91,65.7
TX-295,Lipscomb County,Texas,58.2,1.2,101,57
TX-297,Live Oak County,Texas,71.6,1,97,70.6
TX-299,Llano County,Texas,66.8,0.9,97,66
TX-301,Loving County,Texas,65.8,2.2,117,63.5
TX-303,Lubbock County,Texas,61,1.8,112,59.3
TX-305,Lynn County,Texas,61.5,0.8,93,60.7
TX-307,McCulloch County,Texas,65.6,1.1,101,64.5
TX-309,McLennan County,Texas,66.7,0.9,102,65.8
TX-311,McMullen County,Texas,71.7,1,95,70.7
TX-313,Madison County,Texas,67.3,0.6,91,66.7
TX-315,Marion County,Texas,64.9,0.1,62,64.8
TX-317,Martin County,Texas,63.6,0.8,92,62.9
TX-319,Mason County,Texas,65.8,0.8,96,65
TX-321,Matagorda County,Texas,70.9,1.8,116,69.1
TX-323,Maverick County,Texas,72.2,1.8,113,70.4
TX-325,Medina County,Texas,69.6,1.3,105,68.3
TX-327,Menard County,Texas,64.8,1.2,104,63.6
TX-329,Midland County,Texas,64.8,1.5,108,63.3
TX-331,Milam County,Texas,67.7,1.4,107,66.2
TX-333,Mills County,Texas,65.7,1,102,64.7
TX-335,Mitchell County,Texas,64.7,1.2,101,63.5
TX-337,Montague County,Texas,63.7,0.6,85,63.2
TX-339,Montgomery County,Texas,69.1,1.6,112,67.5
TX-341,Moore County,Texas,58.6,2,113,56.6
TX-343,Morris County,Texas,64.7,0.8,95,63.8
TX-345,Motley County,Texas,62.4,1.2,102,61.2
TX-347,Nacogdoches County,Texas,66.9,1.3,110,65.6
TX-349,Navarro County,Texas,66.2,0.5,87,65.8
TX-351,Newton County,Texas,67.4,1.3,111,66.1
TX-353,Nolan County,Texas,64,1.2,102,62.8
TX-355,Nueces County,Texas,73.4,2.2,118,71.2
TX-357,Ochiltree County,Texas,57.9,1,95,56.9
TX-359,Oldham County,Texas,58,1.4,107,56.6
TX-361,Orange County,Texas,68.8,1.4,110,67.4
TX-363,Palo Pinto County,Texas,64.9,0.7,89,64.2
TX-365,Panola County,Texas,65.8,0.3,83,65.4
TX-367,Parker County,Texas,64.8,0.3,78,64.5
TX-369,Parmer County,Texas,58.1,2,118,56.1
TX-371,Pecos County,Texas,66.1,2.3,119,63.8
TX-373,Polk County,Texas,67.8,1.1,108,66.7
TX-375,Potter County,Texas,59.1,2,115,57
TX-377,Presidio County,Texas,66,2.5,120,63.5
TX-379,Rains County,Texas,64.4,0.5,84,63.9
TX-381,Randall County,Texas,58.7,2.1,117,56.6
TX-383,Reagan County,Texas,65,1.4,110,63.6
TX-385,Real County,Texas,67,1.6,119,65.4
TX-387,Red River County,Texas,64,1.2,107,62.7
TX-389,Reeves County,Texas,66.3,2.6,120,63.7
TX-391,Refugio County,Texas,72,1.8,118,70.2
TX-393,Roberts County,Texas,59.2,1.5,107,57.6
TX-395,Robertson County,Texas,67.2,0.9,101,66.3
TX-397,Rockwall County,Texas,65.7,1.4,106,64.4
TX-399,Runnels County,Texas,64.7,0.6,84,64.2
TX-401,Rusk County,Texas,65.4,0.1,58,65.3
TX-403,Sabine County,Texas,67,1.6,115,65.4
TX-405,San Augustine County,Texas,67.1,1.5,118,65.6
TX-407,San Jacinto County,Texas,68,0.8,97,67.2
TX-409,San Patricio County,Texas,72.4,1.6,109,70.9
TX-411,San Saba County,Texas,66.2,1.1,102,65.1
TX-413,Schleicher County,Texas,64.9,1.2,102,63.7
TX-415,Scurry County,Texas,64,1.2,102,62.8
TX-417,Shackelford County,Texas,64.3,0.4,78,64
TX-419,Shelby County,Texas,66.4,1.1,108,65.3
TX-421,Sherman County,Texas,57.7,1.6,108,56
TX-423,Smith County,Texas,64.7,0.1,55,64.7
TX-425,Somervell County,Texas,66.2,0.9,102,65.3
TX-427,Starr County,Texas,75.1,1.7,114,73.4
TX-429,Stephens County,Texas,64.2,0.4,74,63.9
TX-431,Sterling County,Texas,64.5,1.1,101,63.4
TX-433,Stonewall County,Texas,64.2,0.8,93,63.4
TX-435,Sutton County,Texas,66.1,2,120,64.1
TX-437,Swisher County,Texas,59.2,1.7,114,57.5
TX-439,Tarrant County,Texas,65.9,0.6,86,65.3
TX-441,Taylor County,Texas,64.1,0.6,85,63.5
TX-443,Terrell County,Texas,67.7,1.6,115,66.1
TX-445,Terry County,Texas,61,0.9,98,60.1
TX-447,Throckmorton County,Texas,64.2,0.5,80,63.7
TX-449,Titus County,Texas,64.5,1,99,63.5
TX-451,Tom Green County,Texas,65.2,0.8,90,64.4
TX-453,Travis County,Texas,68,0.9,100,67.1
TX-455,Trinity County,Texas,67.6,1.1,106,66.5
TX-457,Tyler County,Texas,67.2,0.9,103,66.3
TX-459,Upshur County,Texas,64.6,0.2,72,64.4
TX-461,Upton County,Texas,65.9,1.6,109,64.3
TX-463,Uvalde County,Texas,69.8,1.4,110,68.4
TX-465,Val Verde County,Texas,69.2,1.7,115,67.5
TX-467,Van Zandt County,Texas,64.7,0.2,76,64.4
TX-469,Victoria County,Texas,71.4,2,119,69.4
TX-471,Walker County,Texas,67.7,0.6,90,67
TX-473,Waller County,Texas,69.9,2,119,67.9
TX-475,Ward County,Texas,66.7,2.4,115,64.4
TX-477,Washington County,Texas,69,1.5,113,67.5
TX-479,Webb County,Texas,73.3,1.7,112,71.6
TX-481,Wharton County,Texas,70.8,2.1,118,68.7
TX-483,Wheeler County,Texas,60.1,1.7,112,58.4
TX-485,Wichita County,Texas,63.8,0.8,94,63
TX-487,Wilbarger County,Texas,63.7,0.9,98,62.7
TX-489,Willacy County,Texas,74.7,1.5,113,73.1
TX-491,Williamson County,Texas,67.4,1,100,66.4
TX-493,Wilson County,Texas,69.9,0.8,92,69.1
TX-495,Winkler County,Texas,65.3,2,111,63.3
TX-497,Wise County,Texas,64.4,0.5,83,63.9
TX-499,Wood County,Texas,64.3,0.3,77,64
TX-501,Yoakum County,Texas,60.4,1.3,109,59
TX-503,Young County,Texas,63.9,0.4,69,63.6
TX-505,Zapata County,Texas,75,2,118,73
TX-507,Zavala County,Texas,71.4,1.3,104,70.1
